date_s,storekeeper_name_s,shift_s,atz_tanker_sheet,uch_s,given_litres_s,given_kg_s,status,status_id,guid,date_color,table_color
09.08.2023,ВЕРХНЯЯ ШУМИХА,УТРО,АТЗ - АТЗ № 480 (H366PH124) ,ВЕРХНЯЯ ШУМИХА,1276.0,1052.7,Загружен,2,WPGUID20D230810091844SH89,,white
09.08.2023,БЕССОНОВСКИЙ,УТРО,АТЗ - 80028,БЕССОНОВСКИЙ,1257.0,1045.8,Загружен,2,WPGUID46D230810072139SH29,,white
09.08.2023,НАДЕЖДА,ВЕЧЕР,АТЗ - 2286 (Е442НВ70) ,НАДЕЖДА,1245.0,1032.1,Загружен,2,WPGUID15D230810091647SH242,,white
09.08.2023,ИЛЬИНСКИЙ СЕВЕРО-ЕНИСЕЙСКИЙ,ВЕЧЕР,АТЗ - 2275 (К999РХ38) ,ЕЛЕНКА,2374.0,1991.8,Загружен,2,WPGUID2D230810103136SH8,,white
09.08.2023,НАДЕЖДА,УТРО,АТЗ - 2286 (Е442НВ70) ,НАДЕЖДА,2111.0,1754.2,Загружен,2,WPGUID15D230810090856SH241,,white
09.08.2023,МАМОН,ВЕЧЕР,АТЗ - 90154 (А455СА38) ,МАМОН,1218.0,1006.1,Загружен,2,WPGUID13D230810085012SH63,,white
09.08.2023,МАМОН,УТРО,АТЗ - 90154 (А455СА38) ,МАМОН,3420.0,2824.9,Загружен,2,WPGUID13D230810084807SH62,,white
09.08.2023,СИСИМ-ДРАЖНЫЙ,ВЕЧЕР,АТЗ - 90261 (Р594РТ124) ,СИСИМ-ДРАЖНЫЙ,3256.0,2715.5,Загружен,2,WPGUID41D230810075218SH109,,white
09.08.2023,СИСИМ-ДРАЖНЫЙ,УТРО,АТЗ - 90261 (Р594РТ124) ,СИСИМ-ДРАЖНЫЙ,3060.0,2558.2,Загружен,2,WPGUID41D230809161720SH108,,white
09.08.2023,ЛЕОНТЬЕВСКИЙ     ,ВЕЧЕР,АТЗ - 90020 (А302УА38) ,ЛЕОНТЬЕВСКИЙ     ,1540.0,1273.6,Загружен,2,WPGUID34D230810062658SH102,,white
09.08.2023,ЛЕОНТЬЕВСКИЙ     ,УТРО,АТЗ - 90020 (А302УА38) ,ЛЕОНТЬЕВСКИЙ     ,732.0,605.4,Загружен,2,WPGUID34D230810062225SH101,,white
09.08.2023,ПАНИМБА,ВЕЧЕР,АТЗ - 90067 (К086ХР70) ,ПАНИМБА,2640.0,2196.5,Загружен,2,WPGUID1D230809213551SH160,,white
09.08.2023,ПАНИМБА,УТРО,АТЗ - 90067 (К086ХР70) ,ПАНИМБА,3080.0,2578.0,Загружен,2,WPGUID1D230809083931SH159,,white
09.08.2023,ТУКША,ВЕЧЕР,АТЗ - 624 (Х784РУ24) ,ТУКША,823.0,685.6,Загружен,2,WPGUID43D230809213338SH96,,white
09.08.2023,ТУКША,УТРО,АТЗ - 624 (Х784РУ24) ,ТУКША,803.0,668.9,Загружен,2,WPGUID43D230809213020SH95,,white
09.08.2023,ТЮРЕПИНО,УТРО,АТЗ - 22135 (H351PH124) ,ТЮРЕПИНО,2298.0,1921.1,Загружен,2,WPGUID10D230809110300SH82,,white
09.08.2023,НИЖНЯЯ ШУМИХА,УТРО,АТЗ - АТЗ № 90173 (У092ТВ38) ,НИЖНЯЯ ШУМИХА,1031.0,845.4,Загружен,2,WPGUID21D230816220647SH70,16.08.2023,#fccccc
09.08.2023,НИЖНЯЯ ШУМИХА,УТРО,АТЗ - АТЗ № 90173 (У092ТВ38) ,НИЖНЯЯ ШУМИХА,905.0,742.1,Загружен,2,WPGUID21D230816221039SH71,16.08.2023,#fccccc
08.08.2023,МАГЫЗЫ,УТРО,АТЗ - 90260 (C445KP124) ,МАГЫЗЫ,2120.0,1734.2,Загружен,2,WPGUID26D230809100116SH241,,white
08.08.2023,ИЛЬИНСКИЙ СЕВЕРО-ЕНИСЕЙСКИЙ,ВЕЧЕР,АТЗ - 2275 (К999РХ38) ,ЕЛЕНКА,551.0,462.3,Загружен,2,WPGUID2D230809155059SH4,,white
08.08.2023,АНДАТ,УТРО,АТЗ - 365,АНДАТ,218.0,181.6,Загружен,2,WPGUID29D230809121036SH1095,,white
08.08.2023,МАМОН,ВЕЧЕР,АТЗ - 90154 (А455СА38) ,МАМОН,1770.0,1467.3,Загружен,2,WPGUID13D230809080602SH61,,white
08.08.2023,ИЛЬИНСКИЙ СЕВЕРО-ЕНИСЕЙСКИЙ,УТРО,АТЗ - 2275 (К999РХ38) ,ЕЛЕНКА,1391.0,1164.3,Загружен,2,WPGUID2D230809144135SH3,,white
08.08.2023,ТЮРЕПИНО,ВЕЧЕР,АТЗ - 22135 (H351PH124) ,ТЮРЕПИНО,1544.0,1292.3,Загружен,2,WPGUID10D230809082235SH81,,white
08.08.2023,МАМОН,УТРО,АТЗ - 90154 (А455СА38) ,МАМОН,2655.0,2201.0,Загружен,2,WPGUID13D230809080404SH60,,white
08.08.2023,ТУКША,ВЕЧЕР,АТЗ - 624 (Х784РУ24) ,ТУКША,1029.0,856.1,Загружен,2,WPGUID43D230809075035SH94,,white
08.08.2023,ВЕРХНЯЯ ШУМИХА,ВЕЧЕР,АТЗ - АТЗ № 480 (H366PH124) ,ВЕРХНЯЯ ШУМИХА,681.0,559.1,Загружен,2,WPGUID20D230809084318SH88,,white
08.08.2023,ТУКША,УТРО,АТЗ - 624 (Х784РУ24) ,ТУКША,744.0,619.0,Загружен,2,WPGUID43D230809074718SH93,,white
08.08.2023,ЛЕОНТЬЕВСКИЙ     ,ВЕЧЕР,АТЗ - 90020 (А302УА38) ,ЛЕОНТЬЕВСКИЙ     ,1759.0,1454.7,Загружен,2,WPGUID34D230809070452SH100,,white
08.08.2023,ЛЕОНТЬЕВСКИЙ     ,УТРО,АТЗ - 90020 (А302УА38) ,ЛЕОНТЬЕВСКИЙ     ,1060.0,876.6,Загружен,2,WPGUID34D230809065325SH99,,white
08.08.2023,НАДЕЖДА,ВЕЧЕР,АТЗ - 2286 (Е442НВ70) ,НАДЕЖДА,809.0,672.3,Загружен,2,WPGUID15D230809090216SH239,,white
08.08.2023,АНДАТ,УТРО,АТЗ - 365,АНДАТ,843.0,702.2,Загружен,2,WPGUID29D230809115747SH1094,,white
08.08.2023,МАГЫЗЫ,УТРО,АТЗ - 90260 (C445KP124) ,УСТЬ-ВЕСЕЛЫЙ ,2211.0,1808.6,Загружен,2,WPGUID26D230809101113SH243,,white
08.08.2023,МАГЫЗЫ,УТРО,АТЗ - 90260 (C445KP124) ,УСТЬ-ВЕСЕЛЫЙ ,606.0,495.7,Загружен,2,WPGUID26D230809100433SH242,,white
08.08.2023,АНДАТ,ВЕЧЕР,АТЗ - 365,АНДАТ,460.0,383.2,Загружен,2,WPGUID29D230809121325SH1096,,white
08.08.2023,СИСИМ-ДРАЖНЫЙ,ВЕЧЕР,АТЗ - 90261 (Р594РТ124) ,СИСИМ-ДРАЖНЫЙ,2870.0,2399.3,Загружен,2,WPGUID41D230809100039SH107,,white
08.08.2023,СИСИМ-ДРАЖНЫЙ,УТРО,АТЗ - 90261 (Р594РТ124) ,СИСИМ-ДРАЖНЫЙ,3200.0,2678.4,Загружен,2,WPGUID41D230809094018SH106,,white
08.08.2023,МАГЫЗЫ,УТРО,АТЗ - 90260 (C445KP124) ,МАГЫЗЫ,1795.0,1468.3,Загружен,2,WPGUID26D230809095546SH240,,white
08.08.2023,МАГЫЗЫ,УТРО,АТЗ - 90260 (C445KP124) ,БАЛЫКСА,2085.0,1705.5,Загружен,2,WPGUID26D230809094520SH239,,white
08.08.2023,ВЕРХНЯЯ ШУМИХА,УТРО,АТЗ - АТЗ № 480 (H366PH124) ,ВЕРХНЯЯ ШУМИХА,1450.0,1196.3,Загружен,2,WPGUID20D230809084038SH87,,white
08.08.2023,НАДЕЖДА,УТРО,АТЗ - 2286 (Е442НВ70) ,НАДЕЖДА,2306.0,1916.3,Загружен,2,WPGUID15D230809085938SH238,,white
08.08.2023,НИЖНЯЯ ШУМИХА,УТРО,АТЗ - АТЗ № 90173 (У092ТВ38) ,НИЖНЯЯ ШУМИХА,776.0,636.3,Загружен,2,WPGUID21D230816210722SH68,16.08.2023,#fccccc
08.08.2023,ТЮРЕПИНО,УТРО,АТЗ - 22135 (H351PH124) ,ТЮРЕПИНО,2212.0,1851.4,Загружен,2,WPGUID10D230808102535SH80,,white
08.08.2023,ПАНИМБА,УТРО,АТЗ - 90067 (К086ХР70) ,ПАНИМБА,1410.0,1185.8,Загружен,2,WPGUID1D230808083405SH157,,white
08.08.2023,МАГЫЗЫ,УТРО,АТЗ - 90260 (C445KP124) ,БАЛЫКСА,129.0,105.5,Загружен,2,WPGUID26D230809093835SH238,,white
08.08.2023,НАДЕЖДА,УТРО,АТЗ - 22137 (H332PH124) ,НАДЕЖДА,1171.0,973.1,Загружен,2,WPGUID15D230809090404SH240,,white
08.08.2023,ПАНИМБА,ВЕЧЕР,АТЗ - 90067 (К086ХР70) ,ПАНИМБА,3070.0,2569.6,Загружен,2,WPGUID1D230808214241SH158,,white
08.08.2023,НИЖНЯЯ ШУМИХА,УТРО,АТЗ - АТЗ № 90173 (У092ТВ38) ,НИЖНЯЯ ШУМИХА,565.0,463.3,Загружен,2,WPGUID21D230816211337SH69,16.08.2023,#fccccc
08.08.2023,КУВАЙ,ВЕЧЕР,АТЗ - 90153 (К030ВМ14) ,КУВАЙ,1295.0,1072.3,Загружен,2,WPGUID38D230809134739SH95,,white
08.08.2023,КУВАЙ,УТРО,АТЗ - 90153 (К030ВМ14) ,КУВАЙ,2675.0,2217.6,Загружен,2,WPGUID38D230809134359SH94,,white
08.08.2023,АНДАТ,УТРО,АТЗ - 376 (К309МТ124) ,ПИХТАЧИ,1620.0,1351.1,Загружен,2,WPGUID29D230809125657SH1103,,white
08.08.2023,АНДАТ,УТРО,АТЗ - 376 (К309МТ124) ,ТЮХТЕРЕК,1863.0,1553.7,Загружен,2,WPGUID29D230809125114SH1102,,white
08.08.2023,АНДАТ,УТРО,АТЗ - 376 (К309МТ124) ,ТЮХТЕРЕК,637.0,531.3,Загружен,2,WPGUID29D230809124708SH1101,,white
08.08.2023,АНДАТ,УТРО,АТЗ - 376 (К309МТ124) ,ТЮХТЕРЕК,2571.0,2144.2,Загружен,2,WPGUID29D230809123424SH1100,,white
08.08.2023,АНДАТ,УТРО,АТЗ - 376 (К309МТ124) ,ТЮХТЕРЕК,2101.0,1752.2,Загружен,2,WPGUID29D230809123108SH1099,,white
08.08.2023,БЕССОНОВСКИЙ,УТРО,АТЗ - 80028,БЕССОНОВСКИЙ,1411.0,1174.0,Загружен,2,WPGUID46D230809104143SH28,,white
08.08.2023,АНДАТ,УТРО,АТЗ - 365,БИЗА,858.0,714.7,Загружен,2,WPGUID29D230809122020SH1098,,white
08.08.2023,АНДАТ,УТРО,АТЗ - 365,БИЗА,2905.0,2419.9,Загружен,2,WPGUID29D230809121700SH1097,,white
07.08.2023,ВЕРХНЯЯ ШУМИХА,УТРО,АТЗ - АТЗ № 480 (H366PH124) ,ВЕРХНЯЯ ШУМИХА,735.0,608.6,Загружен,2,WPGUID20D230808083050SH85,,white
07.08.2023,АНДАТ,УТРО,АТЗ - 365,БИЗА,1257.0,1047.1,Загружен,2,WPGUID29D230808113611SH1086,,white
07.08.2023,ПАНИМБА,УТРО,АТЗ - 90067 (К086ХР70) ,ПАНИМБА,3665.0,3071.3,Загружен,2,WPGUID1D230807084245SH155,,white
07.08.2023,АНДАТ,УТРО,АТЗ - 365,БИЗА,2507.0,2088.3,Загружен,2,WPGUID29D230808113431SH1085,,white
07.08.2023,АНДАТ,ВЕЧЕР,АТЗ - 365,АНДАТ,374.0,311.5,Загружен,2,WPGUID29D230808113230SH1084,,white
07.08.2023,АНДАТ,УТРО,АТЗ - 365,АНДАТ,1050.0,874.7,Загружен,2,WPGUID29D230808113137SH1083,,white
07.08.2023,ГОРЕЛАЯ,ВЕЧЕР,АТЗ - 1190 (E997PO124) ,ГОРЕЛАЯ,1179.0,978.6,Загружен,2,WPGUID24D230808111139SH91,,white
07.08.2023,ГОРЕЛАЯ,УТРО,АТЗ - 1190 (E997PO124) ,ГОРЕЛАЯ,1384.0,1161.2,Загружен,2,WPGUID24D230808110640SH90,,white
07.08.2023,БЕССОНОВСКИЙ,УТРО,АТЗ - 80028,БЕССОНОВСКИЙ,1406.0,1160.0,Загружен,2,WPGUID46D230808085408SH27,,white
07.08.2023,КУВАЙ,ВЕЧЕР,АТЗ - 90153 (К030ВМ14) ,КУВАЙ,1791.0,1484.7,Загружен,2,WPGUID38D230808103116SH93,,white
07.08.2023,КУВАЙ,УТРО,АТЗ - 90153 (К030ВМ14) ,КУВАЙ,2832.0,2350.6,Загружен,2,WPGUID38D230808102444SH92,,white
07.08.2023,НАДЕЖДА,УТРО,АТЗ - 22137 (H332PH124) ,НАДЕЖДА,1725.0,1433.5,Загружен,2,WPGUID15D230808093829SH237,,white
07.08.2023,НАДЕЖДА,ВЕЧЕР,АТЗ - 2286 (Е442НВ70) ,НАДЕЖДА,1214.0,1008.8,Загружен,2,WPGUID15D230808093358SH236,,white
07.08.2023,НАДЕЖДА,УТРО,АТЗ - 2286 (Е442НВ70) ,НАДЕЖДА,1404.0,1166.7,Загружен,2,WPGUID15D230808092730SH235,,white
07.08.2023,ТЮРЕПИНО,ВЕЧЕР,АТЗ - 22135 (H351PH124) ,ТЮРЕПИНО,2252.0,1884.9,Загружен,2,WPGUID10D230808093256SH79,,white
07.08.2023,МАМОН,ВЕЧЕР,АТЗ - 90154 (А455СА38) ,МАМОН,1807.0,1496.2,Загружен,2,WPGUID13D230808090216SH59,,white
07.08.2023,МАМОН,УТРО,АТЗ - 90154 (А455СА38) ,МАМОН,3513.0,2908.8,Загружен,2,WPGUID13D230808090023SH58,,white
07.08.2023,ВЕРХНЯЯ ШУМИХА,ВЕЧЕР,АТЗ - АТЗ № 480 (H366PH124) ,ВЕРХНЯЯ ШУМИХА,1524.0,1257.3,Загружен,2,WPGUID20D230808083530SH86,,white
07.08.2023,ТУКША,ВЕЧЕР,АТЗ - 624 (Х784РУ24) ,ТУКША,1098.0,914.6,Загружен,2,WPGUID43D230808081536SH92,,white
07.08.2023,ТУКША,УТРО,АТЗ - 624 (Х784РУ24) ,ТУКША,995.0,828.8,Загружен,2,WPGUID43D230808081136SH91,,white
07.08.2023,ЛЕОНТЬЕВСКИЙ     ,ВЕЧЕР,АТЗ - 90020 (А302УА38) ,ЛЕОНТЬЕВСКИЙ     ,1418.0,1174.1,Загружен,2,WPGUID34D230808063848SH98,,white
07.08.2023,ЛЕОНТЬЕВСКИЙ     ,УТРО,АТЗ - 90020 (А302УА38) ,ЛЕОНТЬЕВСКИЙ     ,704.0,582.9,Загружен,2,WPGUID34D230808063440SH97,,white
07.08.2023,ПАНИМБА,ВЕЧЕР,АТЗ - 90067 (К086ХР70) ,ПАНИМБА,2190.0,1841.8,Загружен,2,WPGUID1D230807203825SH156,,white
07.08.2023,КАРАГАН,ВЕЧЕР,АТЗ - 90069 (Т137ТТ70) ,КАРАГАН,1839.0,1530.0,Загружен,2,WPGUID36D230807203355SH66,,white
07.08.2023,КАРАГАН,УТРО,АТЗ - 90069 (Т137ТТ70) ,КАРАГАН,2722.0,2264.7,Загружен,2,WPGUID36D230807170948SH65,,white
07.08.2023,СИСИМ-ДРАЖНЫЙ,УТРО,АТЗ - 90261 (Р594РТ124) ,СИСИМ-ДРАЖНЫЙ,2466.0,2061.6,Загружен,2,WPGUID41D230807171859SH104,,white
07.08.2023,ТЮРЕПИНО,УТРО,АТЗ - 22135 (H351PH124) ,ТЮРЕПИНО,1937.0,1629.0,Загружен,2,WPGUID10D230807150050SH78,,white
07.08.2023,НИЖНЯЯ ШУМИХА,УТРО,АТЗ - АТЗ № 90173 (У092ТВ38) ,НИЖНЯЯ ШУМИХА,897.0,735.5,Загружен,2,WPGUID21D230816202056SH67,16.08.2023,#fccccc
07.08.2023,МАГЫЗЫ,УТРО,АТЗ - 90260 (C445KP124) ,УСТЬ-ВЕСЕЛЫЙ ,1519.0,1263.8,Загружен,2,WPGUID26D230808092954SH237,,white
07.08.2023,МАГЫЗЫ,УТРО,АТЗ - 748 (M148РP124) ,УСТЬ-ВЕСЕЛЫЙ ,1782.0,1457.7,Загружен,2,WPGUID26D230808092313SH236,,white
07.08.2023,МАГЫЗЫ,УТРО,АТЗ - 90260 (C445KP124) ,МАГЫЗЫ,2577.0,2144.1,Загружен,2,WPGUID26D230808090055SH235,,white
07.08.2023,МАГЫЗЫ,УТРО,АТЗ - 90260 (C445KP124) ,МАГЫЗЫ,1574.0,1287.5,Загружен,2,WPGUID26D230808085507SH234,,white
07.08.2023,МАГЫЗЫ,УТРО,АТЗ - 90260 (C445KP124) ,БАЛЫКСА,925.0,769.6,Загружен,2,WPGUID26D230808084830SH233,,white
07.08.2023,НИЖНЯЯ ШУМИХА,УТРО,АТЗ - АТЗ № 90173 (У092ТВ38) ,НИЖНЯЯ ШУМИХА,964.0,790.5,Загружен,2,WPGUID21D230816201633SH66,16.08.2023,#fccccc
07.08.2023,МАГЫЗЫ,УТРО,АТЗ - 90260 (C445KP124) ,БАЛЫКСА,148.0,121.1,Загружен,2,WPGUID26D230808084438SH232,,white
07.08.2023,СИСИМ-ДРАЖНЫЙ,ВЕЧЕР,АТЗ - 90261 (Р594РТ124) ,СИСИМ-ДРАЖНЫЙ,2861.0,2394.7,Загружен,2,WPGUID41D230808141630SH105,,white
07.08.2023,АНДАТ,УТРО,АТЗ - 376 (К309МТ124) ,ПИХТАЧИ,469.0,391.1,Загружен,2,WPGUID29D230808120402SH1093,,white
07.08.2023,АНДАТ,УТРО,АТЗ - 376 (К309МТ124) ,ПИХТАЧИ,1260.0,1050.8,Загружен,2,WPGUID29D230808120251SH1092,,white
07.08.2023,АНДАТ,УТРО,АТЗ - 376 (К309МТ124) ,ТЮХТЕРЕК,1296.0,1080.9,Загружен,2,WPGUID29D230808120120SH1091,,white
07.08.2023,АНДАТ,УТРО,АТЗ - 376 (К309МТ124) ,ТЮХТЕРЕК,2108.0,1758.1,Загружен,2,WPGUID29D230808115923SH1090,,white
07.08.2023,АНДАТ,УТРО,АТЗ - 376 (К309МТ124) ,ТЮХТЕРЕК,197.0,164.3,Загружен,2,WPGUID29D230808115655SH1089,,white
07.08.2023,АНДАТ,УТРО,АТЗ - 376 (К309МТ124) ,ТЮХТЕРЕК,2042.0,1703.0,Загружен,2,WPGUID29D230808115531SH1088,,white
07.08.2023,АНДАТ,УТРО,АТЗ - 376 (К309МТ124) ,ТЮХТЕРЕК,1572.0,1311.0,Загружен,2,WPGUID29D230808115200SH1087,,white
06.08.2023,СИСИМ-ДРАЖНЫЙ,ВЕЧЕР,АТЗ - 90261 (Р594РТ124) ,СИСИМ-ДРАЖНЫЙ,2920.0,2441.1,Загружен,2,WPGUID41D230807081513SH103,,white
06.08.2023,АНДАТ,УТРО,АТЗ - 376 (К309МТ124) ,ПИХТАЧИ,849.0,701.3,Загружен,2,WPGUID29D230807103315SH1082,,white
06.08.2023,АНДАТ,УТРО,АТЗ - 376 (К309МТ124) ,ТЮХТЕРЕК,963.0,803.1,Загружен,2,WPGUID29D230807103214SH1081,,white
06.08.2023,МАГЫЗЫ,УТРО,АТЗ - 90260 (C445KP124) ,УСТЬ-ВЕСЕЛЫЙ ,623.0,518.3,Загружен,2,WPGUID26D230807080717SH228,,white
06.08.2023,ВЕРХНЯЯ ШУМИХА,ВЕЧЕР,АТЗ - АТЗ № 480 (H366PH124) ,ВЕРХНЯЯ ШУМИХА,1002.0,828.7,Загружен,2,WPGUID20D230807083215SH84,,white
06.08.2023,ПАНИМБА,УТРО,АТЗ - 90067 (К086ХР70) ,ПАНИМБА,2580.0,2162.0,Загружен,2,WPGUID1D230806110043SH153,,white
06.08.2023,АНДАТ,УТРО,АТЗ - 376 (К309МТ124) ,ТЮХТЕРЕК,2613.0,2158.3,Загружен,2,WPGUID29D230807103038SH1080,,white
06.08.2023,НИЖНЯЯ ШУМИХА,ВЕЧЕР,АТЗ - АТЗ № 90173 (У092ТВ38) ,НИЖНЯЯ ШУМИХА,650.0,533.0,Загружен,2,WPGUID21D230815155311SH64,15.08.2023,#fccccc
06.08.2023,ТЮРЕПИНО,УТРО,АТЗ - 22135 (H351PH124) ,ТЮРЕПИНО,2248.0,1897.3,Загружен,2,WPGUID10D230806102639SH76,,white
06.08.2023,ТУКША,ВЕЧЕР,АТЗ - 624 (Х784РУ24) ,ТУКША,288.0,239.6,Загружен,2,WPGUID43D230807072240SH90,,white
06.08.2023,АНДАТ,УТРО,АТЗ - 376 (К309МТ124) ,ТЮХТЕРЕК,1819.0,1502.5,Загружен,2,WPGUID29D230807102913SH1079,,white
06.08.2023,АНДАТ,УТРО,АТЗ - 376 (К309МТ124) ,ТЮХТЕРЕК,1856.0,1533.1,Загружен,2,WPGUID29D230807102711SH1078,,white
06.08.2023,НАДЕЖДА,УТРО,АТЗ - 22137 (H332PH124) ,НАДЕЖДА,794.0,658.2,Загружен,2,WPGUID15D230807102636SH234,,white
06.08.2023,НАДЕЖДА,ВЕЧЕР,АТЗ - 2286 (Е442НВ70) ,НАДЕЖДА,1002.0,832.7,Загружен,2,WPGUID15D230807102404SH233,,white
06.08.2023,НАДЕЖДА,УТРО,АТЗ - 2286 (Е442НВ70) ,НАДЕЖДА,2377.0,1972.9,Загружен,2,WPGUID15D230807102027SH232,,white
06.08.2023,АНДАТ,УТРО,АТЗ - 365,БИЗА,1831.0,1525.2,Загружен,2,WPGUID29D230807102436SH1077,,white
06.08.2023,АНДАТ,УТРО,АТЗ - 365,БИЗА,2763.0,2279.5,Загружен,2,WPGUID29D230807102209SH1076,,white
06.08.2023,МАГЫЗЫ,УТРО,АТЗ - 90260 (C445KP124) ,УСТЬ-ВЕСЕЛЫЙ ,2552.0,2123.3,Загружен,2,WPGUID26D230807080453SH227,,white
06.08.2023,ТУКША,УТРО,АТЗ - 624 (Х784РУ24) ,ТУКША,833.0,693.1,Загружен,2,WPGUID43D230807072143SH89,,white
06.08.2023,АНДАТ,УТРО,АТЗ - 365,АНДАТ,322.0,265.7,Загружен,2,WPGUID29D230807101951SH1075,,white
06.08.2023,АНДАТ,УТРО,АТЗ - 365,АНДАТ,563.0,464.5,Загружен,2,WPGUID29D230807101745SH1074,,white
06.08.2023,КУВАЙ,ВЕЧЕР,АТЗ - 90153 (К030ВМ14) ,КУВАЙ,2179.0,1808.6,Загружен,2,WPGUID38D230807092640SH91,,white
06.08.2023,МАГЫЗЫ,УТРО,АТЗ - 748 (M148РP124) ,МАГЫЗЫ,1254.0,1040.8,Загружен,2,WPGUID26D230807082150SH230,,white
06.08.2023,КУВАЙ,УТРО,АТЗ - 90153 (К030ВМ14) ,КУВАЙ,2447.0,2031.0,Загружен,2,WPGUID38D230807092301SH90,,white
06.08.2023,МАГЫЗЫ,УТРО,АТЗ - 90260 (C445KP124) ,БАЛЫКСА,1817.0,1511.7,Загружен,2,WPGUID26D230807081506SH229,,white
06.08.2023,ВЕРХНЯЯ ШУМИХА,УТРО,АТЗ - АТЗ № 480 (H366PH124) ,ВЕРХНЯЯ ШУМИХА,1043.0,865.7,Загружен,2,WPGUID20D230807082936SH83,,white
06.08.2023,ЛЕОНТЬЕВСКИЙ     ,ВЕЧЕР,АТЗ - 90020 (А302УА38) ,ЛЕОНТЬЕВСКИЙ     ,1435.0,1188.2,Загружен,2,WPGUID34D230807171648SH96,,white
06.08.2023,ЛЕОНТЬЕВСКИЙ     ,УТРО,АТЗ - 90020 (А302УА38) ,ЛЕОНТЬЕВСКИЙ     ,445.0,368.5,Загружен,2,WPGUID34D230807171208SH95,,white
06.08.2023,КАРАГАН,ВЕЧЕР,АТЗ - 90069 (Т137ТТ70) ,КАРАГАН,2363.0,1966.0,Загружен,2,WPGUID36D230806230219SH64,,white
06.08.2023,СИСИМ-ДРАЖНЫЙ,УТРО,АТЗ - 90261 (Р594РТ124) ,СИСИМ-ДРАЖНЫЙ,3080.0,2571.8,Загружен,2,WPGUID41D230806112953SH102,,white
06.08.2023,КАРАГАН,УТРО,АТЗ - 90069 (Т137ТТ70) ,КАРАГАН,2693.0,2237.9,Загружен,2,WPGUID36D230806225620SH63,,white
06.08.2023,ГОРЕЛАЯ,ВЕЧЕР,АТЗ - 1190 (E997PO124) ,ГОРЕЛАЯ,889.0,743.2,Загружен,2,WPGUID24D230807152441SH89,,white
06.08.2023,ГОРЕЛАЯ,УТРО,АТЗ - 1190 (E997PO124) ,ГОРЕЛАЯ,2198.0,1837.5,Загружен,2,WPGUID24D230807152224SH88,,white
06.08.2023,ПАНИМБА,ВЕЧЕР,АТЗ - 90067 (К086ХР70) ,ПАНИМБА,3315.0,2778.0,Загружен,2,WPGUID1D230806211719SH154,,white
06.08.2023,НИЖНЯЯ ШУМИХА,УТРО,АТЗ - АТЗ № 90173 (У092ТВ38) ,НИЖНЯЯ ШУМИХА,960.0,787.2,Загружен,2,WPGUID21D230815162056SH65,15.08.2023,#fccccc
06.08.2023,МАГЫЗЫ,УТРО,АТЗ - 748 (M148РP124) ,МАГЫЗЫ,2686.0,2229.4,Загружен,2,WPGUID26D230807083622SH231,,white
06.08.2023,ТЮРЕПИНО,ВЕЧЕР,АТЗ - 22135 (H351PH124) ,ТЮРЕПИНО,2190.0,1841.8,Загружен,2,WPGUID10D230807093630SH77,,white
06.08.2023,БЕССОНОВСКИЙ,УТРО,АТЗ - 80028,БЕССОНОВСКИЙ,1329.0,1096.4,Загружен,2,WPGUID46D230807094238SH26,,white
06.08.2023,МАМОН,ВЕЧЕР,АТЗ - 90154 (А455СА38) ,МАМОН,1213.0,1005.6,Загружен,2,WPGUID13D230807105625SH57,,white
06.08.2023,МАМОН,УТРО,АТЗ - 90154 (А455СА38) ,МАМОН,2763.0,2290.5,Загружен,2,WPGUID13D230807105438SH56,,white
05.08.2023,МАМОН,УТРО,АТЗ - 90154 (А455СА38) ,МАМОН,3747.0,3098.8,Загружен,2,WPGUID13D230806091326SH54,,white
05.08.2023,ГОРЕЛАЯ,ВЕЧЕР,АТЗ - 1190 (E997PO124) ,ГОРЕЛАЯ,653.0,542.0,Загружен,2,WPGUID24D230807150414SH87,,white
05.08.2023,ГОРЕЛАЯ,УТРО,АТЗ - 1190 (E997PO124) ,ГОРЕЛАЯ,921.0,768.1,Загружен,2,WPGUID24D230807150207SH86,,white
05.08.2023,КАРАГАН,ВЕЧЕР,АТЗ - 90069 (Т137ТТ70) ,КАРАГАН,2006.0,1667.0,Загружен,2,WPGUID36D230806145054SH62,,white
05.08.2023,КАРАГАН,УТРО,АТЗ - 90069 (Т137ТТ70) ,КАРАГАН,2284.0,1886.6,Загружен,2,WPGUID36D230806123827SH61,,white
05.08.2023,КУВАЙ,ВЕЧЕР,АТЗ - 90153 (К030ВМ14) ,КУВАЙ,1952.0,1620.2,Загружен,2,WPGUID38D230806143140SH89,,white
05.08.2023,КУВАЙ,УТРО,АТЗ - 90153 (К030ВМ14) ,КУВАЙ,3570.0,2959.5,Загружен,2,WPGUID38D230806105747SH88,,white
05.08.2023,БЕССОНОВСКИЙ,УТРО,АТЗ - 80028,БЕССОНОВСКИЙ,1166.0,962.0,Загружен,2,WPGUID46D230806101836SH25,,white
05.08.2023,АНДАТ,УТРО,АТЗ - 376 (К309МТ124) ,ПИХТАЧИ,134.0,110.7,Загружен,2,WPGUID29D230806111529SH1073,,white
05.08.2023,АНДАТ,УТРО,АТЗ - 376 (К309МТ124) ,ПИХТАЧИ,3464.0,2850.9,Загружен,2,WPGUID29D230806111435SH1072,,white
