date_s,storekeeper_name_s,shift_s,atz_tanker_sheet,uch_s,given_litres_s,given_kg_s,status,status_id,guid,date_color,table_color
11.05.2024,ПАНИМБА,ВЕЧЕР,АТЗ - 90067 (К086ХР70) ,ПАНИМБА,1255.0,1064.2,Загружен,2,WPGUID1D240511210328SH528,,white
11.05.2024,БЕССОНОВСКИЙ,УТРО,АТЗ - 80028,БЕССОНОВСКИЙ,2365.0,1970.0,Загружен,2,WPGUID46D240511184859SH288,,white
11.05.2024,ПАНИМБА,УТРО,АТЗ - 90067 (К086ХР70) ,ПАНИМБА,2704.0,2293.0,Загружен,2,WPGUID1D240511205841SH527,,white
11.05.2024,КУВАЙ,УТРО,АТЗ - 90153 (К030ВМ14) ,КУВАЙ,3435.0,2902.6,Загружен,2,WPGUID38D240511150345SH650,,white
11.05.2024,КУВАЙ,ВЕЧЕР,АТЗ - 90153 (К030ВМ14) ,КУВАЙ,2247.0,1894.2,Загружен,2,WPGUID38D240511203350SH651,,white
10.05.2024,КУВАЙ,ВЕЧЕР,АТЗ - 90153 (К030ВМ14) ,КУВАЙ,2452.0,2071.9,Загружен,2,WPGUID38D240511100157SH649,,white
10.05.2024,КУВАЙ,УТРО,АТЗ - 90153 (К030ВМ14) ,КУВАЙ,3463.0,2926.2,Загружен,2,WPGUID38D240510155002SH648,,white
10.05.2024,КАРАГАН,УТРО,АТЗ - 529 (E995PO124) ,КАРАГАН,2183.0,1846.8,Загружен,2,WPGUID36D240510114705SH699,,white
10.05.2024,МАГЫЗЫ,УТРО,АТЗ - 90260 (C445KP124) ,УСТЬ-ВЕСЕЛЫЙ ,1570.0,1320.4,Загружен,2,WPGUID26D240511090720SH1195,,white
10.05.2024,АНДАТ,УТРО,АТЗ - 376 (К309МТ124) ,ТЮХТЕРЕК,116.0,97.4,Загружен,2,WPGUID29D240511181253SH3675,,white
10.05.2024,АНДАТ,УТРО,АТЗ - 376 (К309МТ124) ,ПИХТАЧИ,724.0,608.2,Загружен,2,WPGUID29D240511182244SH3680,,white
10.05.2024,ТЮРЕПИНО,ВЕЧЕР,АТЗ - 22135 (H351PH124) ,ТЮРЕПИНО,1495.0,1257.3,Загружен,2,WPGUID10D240511093603SH495,,white
10.05.2024,ВЕРХНЯЯ ШУМИХА,УТРО,АТЗ - АТЗ № 480 (H366PH124) ,ВЕРХНЯЯ ШУМИХА,1957.0,1663.5,Загружен,2,WPGUID20D240510185516SH587,,white
10.05.2024,КАРАГАН,УТРО,АТЗ - 529 (E995PO124) ,КАРАГАН,1833.0,1541.6,Загружен,2,WPGUID36D240510114331SH698,,white
10.05.2024,АНДАТ,УТРО,АТЗ - 376 (К309МТ124) ,ПИХТАЧИ,1614.0,1355.8,Загружен,2,WPGUID29D240511181930SH3678,,white
10.05.2024,СИСИМ-ДРАЖНЫЙ,ВЕЧЕР,АТЗ - 90261 (Р594РТ124) ,СИСИМ-ДРАЖНЫЙ,3450.0,2904.9,Загружен,2,WPGUID41D240511090235SH666,,white
10.05.2024,АНДАТ,УТРО,АТЗ - 365,АНДАТ,791.0,670.8,Загружен,2,WPGUID29D240511180746SH3671,,white
10.05.2024,АНДАТ,УТРО,АТЗ - 365,БИЗА,1232.0,1044.7,Загружен,2,WPGUID29D240511181103SH3673,,white
10.05.2024,АНДАТ,УТРО,АТЗ - 376 (К309МТ124) ,ТЮХТЕРЕК,855.0,718.2,Загружен,2,WPGUID29D240511181204SH3674,,white
10.05.2024,ИЛЬИНСКИЙ-ПЕТРОПАВЛОВСКИЙ,ВЕЧЕР,АТЗ - 1297 (794) ,ИЛЬИНСКИЙ-ПЕТРОПАВЛОВСКИЙ,3452.0,2910.0,Загружен,2,WPGUID16D240511091539SH147,,white
10.05.2024,МАГЫЗЫ,УТРО,АТЗ - 748 (M148РP124) ,МАГЫЗЫ,3425.0,2890.7,Загружен,2,WPGUID26D240510175705SH1193,,white
10.05.2024,АНДАТ,УТРО,АТЗ - 376 (К309МТ124) ,ПИХТАЧИ,779.0,654.4,Загружен,2,WPGUID29D240511181800SH3677,,white
10.05.2024,ТЮРЕПИНО,УТРО,АТЗ - 22135 (H351PH124) ,ТЮРЕПИНО,2027.0,1704.7,Загружен,2,WPGUID10D240511093310SH494,,white
10.05.2024,НАДЕЖДА,ВЕЧЕР,АТЗ - 170,ИШИМБА,537.0,452.7,Загружен,2,WPGUID15D240511163923SH663,,white
10.05.2024,АНДАТ,УТРО,АТЗ - 365,АНДАТ,1419.0,1196.2,Загружен,2,WPGUID29D240511180634SH3670,,white
10.05.2024,ЛЕОНТЬЕВСКИЙ     ,УТРО,АТЗ - 90020 (А302УА38) ,ЛЕОНТЬЕВСКИЙ     ,1127.0,937.7,Загружен,2,WPGUID34D240511061951SH665,,white
10.05.2024,ГОРЕВАЯ,УТРО,АТЗ - АТЗ № 90173 (У092ТВ38) ,ГОРЕВАЯ,1371.0,1144.8,Загружен,2,WPGUID18D240511081846SH178,,white
10.05.2024,БЕССОНОВСКИЙ,УТРО,АТЗ - 80028,БЕССОНОВСКИЙ,2552.0,2125.8,Загружен,2,WPGUID46D240510184932SH287,,white
10.05.2024,ПАНИМБА,УТРО,АТЗ - 90067 (К086ХР70) ,ПАНИМБА,2189.0,1845.3,Загружен,2,WPGUID1D240510192147SH525,,white
10.05.2024,ПАНИМБА,ВЕЧЕР,АТЗ - 90067 (К086ХР70) ,ПАНИМБА,2558.0,2156.4,Загружен,2,WPGUID1D240510205619SH526,,white
10.05.2024,ПОЛУДЕНОВКА ,ВЕЧЕР,АТЗ - 90207 (Н675ВА138) ,ПОЛУДЕНОВКА ,2770.0,2326.8,Загружен,2,WPGUID33D240511074955SH639,,white
10.05.2024,ПРАВАЯ БЕЗЫМЯНКА - Б. МУРОЖНАЯ ,ВЕЧЕР,АТЗ - 1229 (Т643УХ124) ,ПРАВАЯ БЕЗЫМЯНКА - Б. МУРОЖНАЯ ,897.0,758.0,Загружен,2,WPGUID7D240511084529SH511,,white
10.05.2024,ГОРЕВАЯ,ВЕЧЕР,АТЗ - АТЗ № 90173 (У092ТВ38) ,ГОРЕВАЯ,937.0,782.4,Загружен,2,WPGUID18D240511082035SH179,,white
10.05.2024,ПРАВАЯ БЕЗЫМЯНКА - Б. МУРОЖНАЯ ,УТРО,АТЗ - 1229 (Т643УХ124) ,ПРАВАЯ БЕЗЫМЯНКА - Б. МУРОЖНАЯ ,1587.0,1341.0,Загружен,2,WPGUID7D240511084245SH510,,white
10.05.2024,ИЛЬИНСКИЙ-ПЕТРОПАВЛОВСКИЙ,УТРО,АТЗ - 1297 (794) ,ИЛЬИНСКИЙ-ПЕТРОПАВЛОВСКИЙ,1834.0,1546.1,Загружен,2,WPGUID16D240511090005SH146,,white
10.05.2024,ТУКША,УТРО,АТЗ - 624 (Х784РУ24) ,ТУКША,240.0,195.6,Загружен,2,WPGUID43D240511075701SH393,,white
10.05.2024,СИСИМ-ДРАЖНЫЙ,УТРО,АТЗ - 90261 (Р594РТ124) ,СИСИМ-ДРАЖНЫЙ,3987.0,3369.0,Загружен,2,WPGUID41D240511084816SH665,,white
10.05.2024,АНДАТ,УТРО,АТЗ - 365,БИЗА,1156.0,980.3,Загружен,2,WPGUID29D240511180920SH3672,,white
10.05.2024,ПОЛУДЕНОВКА ,УТРО,АТЗ - 90207 (Н675ВА138) ,ПОЛУДЕНОВКА ,2474.0,2078.2,Загружен,2,WPGUID33D240511074352SH638,,white
10.05.2024,КАРАГАН,ВЕЧЕР,АТЗ - 529 (E995PO124) ,КАРАГАН,2015.0,1686.6,Загружен,2,WPGUID36D240511064512SH701,,white
10.05.2024,НАДЕЖДА,УТРО,АТЗ - 170,ИШИМБА,1923.0,1621.1,Загружен,2,WPGUID15D240511163744SH662,,white
10.05.2024,НАДЕЖДА,УТРО,АТЗ - 170,НАДЕЖДА,823.0,693.8,Загружен,2,WPGUID15D240511163222SH660,,white
10.05.2024,НАДЕЖДА,ВЕЧЕР,АТЗ - 170,НАДЕЖДА,547.0,461.1,Загружен,2,WPGUID15D240511163432SH661,,white
10.05.2024,ТУКША,ВЕЧЕР,АТЗ - 624 (Х784РУ24) ,ТУКША,901.0,734.3,Загружен,2,WPGUID43D240511075820SH394,,white
10.05.2024,АНДАТ,УТРО,АТЗ - 376 (К309МТ124) ,ТЮХТЕРЕК,431.0,362.0,Загружен,2,WPGUID29D240511181441SH3676,,white
10.05.2024,МАГЫЗЫ,УТРО,АТЗ - 748 (M148РP124) ,МАГЫЗЫ,969.0,812.0,Загружен,2,WPGUID26D240510180146SH1194,,white
10.05.2024,ВЕРХНЯЯ ШУМИХА,ВЕЧЕР,АТЗ - АТЗ № 480 (H366PH124) ,ВЕРХНЯЯ ШУМИХА,1593.0,1341.3,Загружен,2,WPGUID20D240511065541SH588,,white
10.05.2024,АНДАТ,УТРО,АТЗ - 376 (К309МТ124) ,ПИХТАЧИ,1191.0,1000.4,Загружен,2,WPGUID29D240511182117SH3679,,white
10.05.2024,ЛЕОНТЬЕВСКИЙ     ,УТРО,АТЗ - 90020 (А302УА38) ,ЛЕОНТЬЕВСКИЙ     ,926.0,770.4,Загружен,2,WPGUID34D240511061716SH664,,white
10.05.2024,МАГЫЗЫ,УТРО,АТЗ - 90260 (C445KP124) ,УСТЬ-ВЕСЕЛЫЙ ,2783.0,2340.5,Загружен,2,WPGUID26D240511091513SH1196,,white
10.05.2024,ТУКША,УТРО,АТЗ - 624 (Х784РУ24) ,ТУКША,240.0,195.6,Загружен,2,WPGUID43D240511075701SH393,,white
09.05.2024,ТУКША,УТРО,АТЗ - 624 (Х784РУ24) ,ТУКША,324.0,264.1,Загружен,2,WPGUID43D240510075154SH391,,white
09.05.2024,ИЛЬИНСКИЙ СЕВЕРО-ЕНИСЕЙСКИЙ,ВЕЧЕР,ЕВРОКУБ ДТ (1000074) ,ИЛЬИНСКИЙ СЕВЕРО-ЕНИСЕЙСКИЙ,1998.0,1692.3,Загружен,2,WPGUID2D240510083008SH174,,white
09.05.2024,НАДЕЖДА,ВЕЧЕР,АТЗ - 170,НАДЕЖДА,734.0,620.2,Загружен,2,WPGUID15D240510104901SH657,,white
09.05.2024,АНДАТ,УТРО,АТЗ - 376 (К309МТ124) ,ТЮХТЕРЕК,3655.0,3084.8,Загружен,2,WPGUID29D240511172044SH3664,,white
09.05.2024,КАРАГАН,ВЕЧЕР,АТЗ - 529 (E995PO124) ,КАРАГАН,2152.0,1814.1,Загружен,2,WPGUID36D240509201843SH695,,white
09.05.2024,КУВАЙ,ВЕЧЕР,АТЗ - 90153 (К030ВМ14) ,КУВАЙ,3107.0,2625.4,Загружен,2,WPGUID38D240509192757SH647,,white
09.05.2024,БЕССОНОВСКИЙ,УТРО,АТЗ - 80028,БЕССОНОВСКИЙ,1572.0,1309.5,Загружен,2,WPGUID46D240509184819SH286,,white
09.05.2024,АНДАТ,УТРО,АТЗ - 365,БИЗА,1211.0,1020.9,Загружен,2,WPGUID29D240511171837SH3663,,white
09.05.2024,АНДАТ,УТРО,АТЗ - 365,БИЗА,894.0,753.6,Загружен,2,WPGUID29D240511171712SH3662,,white
09.05.2024,НАДЕЖДА,УТРО,АТЗ - 170,НАДЕЖДА,1273.0,1075.7,Загружен,2,WPGUID15D240510104507SH656,,white
09.05.2024,МАГЫЗЫ,УТРО,АТЗ - 748 (M148РP124) ,МАГЫЗЫ,1282.0,1074.3,Загружен,2,WPGUID26D240510103932SH1191,,white
09.05.2024,МАГЫЗЫ,УТРО,АТЗ - 748 (M148РP124) ,МАГЫЗЫ,3852.0,3247.2,Загружен,2,WPGUID26D240510104734SH1192,,white
09.05.2024,КУВАЙ,УТРО,АТЗ - 90153 (К030ВМ14) ,КУВАЙ,4224.0,3556.6,Загружен,2,WPGUID38D240509154935SH646,,white
09.05.2024,МАГЫЗЫ,УТРО,АТЗ - 90260 (C445KP124) ,УСТЬ-ВЕСЕЛЫЙ ,2198.0,1848.5,Загружен,2,WPGUID26D240510103244SH1190,,white
09.05.2024,АНДАТ,УТРО,АТЗ - 365,АНДАТ,758.0,639.0,Загружен,2,WPGUID29D240511171416SH3660,,white
09.05.2024,СИСИМ-ДРАЖНЫЙ,УТРО,АТЗ - 90261 (Р594РТ124) ,СИСИМ-ДРАЖНЫЙ,3300.0,2795.1,Загружен,2,WPGUID41D240510145007SH663,,white
09.05.2024,ПРАВАЯ БЕЗЫМЯНКА - Б. МУРОЖНАЯ ,ВЕЧЕР,АТЗ - 1229 (Т643УХ124) ,ПРАВАЯ БЕЗЫМЯНКА - Б. МУРОЖНАЯ ,1211.0,1024.5,Загружен,2,WPGUID7D240510161953SH509,,white
09.05.2024,МАГЫЗЫ,УТРО,АТЗ - 90260 (C445KP124) ,УСТЬ-ВЕСЕЛЫЙ ,1281.0,1077.3,Загружен,2,WPGUID26D240510102611SH1189,,white
09.05.2024,ПРАВАЯ БЕЗЫМЯНКА - Б. МУРОЖНАЯ ,УТРО,АТЗ - 1229 (Т643УХ124) ,ПРАВАЯ БЕЗЫМЯНКА - Б. МУРОЖНАЯ ,2002.0,1693.7,Загружен,2,WPGUID7D240510160720SH508,,white
09.05.2024,ПАНИМБА,ВЕЧЕР,АТЗ - 90067 (К086ХР70) ,ПАНИМБА,1395.0,1176.0,Загружен,2,WPGUID1D240509212709SH524,,white
09.05.2024,ТЮРЕПИНО,ВЕЧЕР,АТЗ - 22135 (H351PH124) ,ТЮРЕПИНО,1609.0,1358.0,Загружен,2,WPGUID10D240510121043SH491,,white
09.05.2024,АНДАТ,УТРО,АТЗ - 365,АНДАТ,2096.0,1779.5,Загружен,2,WPGUID29D240511171606SH3661,,white
09.05.2024,ТЮРЕПИНО,УТРО,АТЗ - 22135 (H351PH124) ,ТЮРЕПИНО,1909.0,1611.2,Загружен,2,WPGUID10D240510115942SH490,,white
09.05.2024,ПОЛУДЕНОВКА ,ВЕЧЕР,АТЗ - 90207 (Н675ВА138) ,ПОЛУДЕНОВКА ,2464.0,2069.8,Загружен,2,WPGUID33D240510101659SH637,,white
09.05.2024,ГОРЕВАЯ,УТРО,АТЗ - АТЗ № 90173 (У092ТВ38) ,ГОРЕВАЯ,750.0,627.8,Загружен,2,WPGUID18D240510082816SH176,,white
09.05.2024,АНДАТ,УТРО,АТЗ - 376 (К309МТ124) ,ТЮХТЕРЕК,370.0,310.8,Загружен,2,WPGUID29D240511172715SH3667,,white
09.05.2024,ПОЛУДЕНОВКА ,УТРО,АТЗ - 90207 (Н675ВА138) ,ПОЛУДЕНОВКА ,3206.0,2693.0,Загружен,2,WPGUID33D240510101108SH636,,white
09.05.2024,ИЛЬИНСКИЙ-ПЕТРОПАВЛОВСКИЙ,УТРО,АТЗ - 1297 (794) ,ИЛЬИНСКИЙ-ПЕТРОПАВЛОВСКИЙ,3496.0,2947.1,Загружен,2,WPGUID16D240510112822SH144,,white
09.05.2024,ГОРЕВАЯ,ВЕЧЕР,АТЗ - АТЗ № 90173 (У092ТВ38) ,ГОРЕВАЯ,671.0,561.6,Загружен,2,WPGUID18D240510082956SH177,,white
09.05.2024,ИЛЬИНСКИЙ СЕВЕРО-ЕНИСЕЙСКИЙ,УТРО,АТЗ - 90085 (C003РУ55) ,ИЛЬИНСКИЙ СЕВЕРО-ЕНИСЕЙСКИЙ,1708.0,1448.4,Загружен,2,WPGUID2D240510082638SH173,,white
09.05.2024,АНДАТ,УТРО,АТЗ - 376 (К309МТ124) ,ПИХТАЧИ,2177.0,1828.7,Загружен,2,WPGUID29D240511173026SH3669,,white
09.05.2024,ЛЕОНТЬЕВСКИЙ     ,УТРО,АТЗ - 90020 (А302УА38) ,ЛЕОНТЬЕВСКИЙ     ,992.0,828.3,Загружен,2,WPGUID34D240510061119SH662,,white
09.05.2024,НАДЕЖДА,ВЕЧЕР,АТЗ - 170,ИШИМБА,624.0,527.3,Загружен,2,WPGUID15D240510105657SH659,,white
09.05.2024,ВЕРХНЯЯ ШУМИХА,ВЕЧЕР,АТЗ - АТЗ № 480 (H366PH124) ,ВЕРХНЯЯ ШУМИХА,1579.0,1331.1,Загружен,2,WPGUID20D240510065122SH586,,white
09.05.2024,ЛЕОНТЬЕВСКИЙ     ,ВЕЧЕР,АТЗ - 90020 (А302УА38) ,ЛЕОНТЬЕВСКИЙ     ,1567.0,1308.4,Загружен,2,WPGUID34D240510061453SH663,,white
09.05.2024,АНДАТ,УТРО,АТЗ - 376 (К309МТ124) ,ПИХТАЧИ,1659.0,1393.6,Загружен,2,WPGUID29D240511172855SH3668,,white
09.05.2024,СИСИМ-ДРАЖНЫЙ,ВЕЧЕР,АТЗ - 90261 (Р594РТ124) ,СИСИМ-ДРАЖНЫЙ,4060.0,3422.6,Загружен,2,WPGUID41D240510145936SH664,,white
09.05.2024,ТУКША,УТРО,АТЗ - 624 (Х784РУ24) ,ТУКША,684.0,557.5,Загружен,2,WPGUID43D240510070449SH390,,white
09.05.2024,ВЕРХНЯЯ ШУМИХА,УТРО,АТЗ - АТЗ № 480 (H366PH124) ,ВЕРХНЯЯ ШУМИХА,1277.0,1084.2,Загружен,2,WPGUID20D240509165635SH585,,white
09.05.2024,НАДЕЖДА,УТРО,АТЗ - 170,ИШИМБА,1648.0,1392.6,Загружен,2,WPGUID15D240510105502SH658,,white
09.05.2024,ПАНИМБА,УТРО,АТЗ - 90067 (К086ХР70) ,ПАНИМБА,2190.0,1846.2,Загружен,2,WPGUID1D240509211615SH523,,white
09.05.2024,АНДАТ,УТРО,АТЗ - 376 (К309МТ124) ,ТЮХТЕРЕК,727.0,613.6,Загружен,2,WPGUID29D240511172506SH3665,,white
09.05.2024,ИЛЬИНСКИЙ-ПЕТРОПАВЛОВСКИЙ,ВЕЧЕР,АТЗ - 1297 (794) ,ИЛЬИНСКИЙ-ПЕТРОПАВЛОВСКИЙ,3065.0,2583.8,Загружен,2,WPGUID16D240510113336SH145,,white
09.05.2024,КАРАГАН,УТРО,АТЗ - 90069 (Т137ТТ70) ,КАРАГАН,1398.0,1177.1,Загружен,2,WPGUID36D240510064019SH696,,white
09.05.2024,КАРАГАН,УТРО,АТЗ - 90069 (Т137ТТ70) ,КАРАГАН,1884.0,1590.1,Загружен,2,WPGUID36D240510064446SH697,,white
09.05.2024,ТУКША,ВЕЧЕР,АТЗ - 624 (Х784РУ24) ,ТУКША,1017.0,828.9,Загружен,2,WPGUID43D240510075333SH392,,white
09.05.2024,АНДАТ,УТРО,АТЗ - 376 (К309МТ124) ,ТЮХТЕРЕК,277.0,232.7,Загружен,2,WPGUID29D240511172602SH3666,,white
08.05.2024,АНДАТ,УТРО,АТЗ - 376 (К309МТ124) ,ТЮХТЕРЕК,519.0,440.1,Загружен,2,WPGUID29D240510154151SH3653,,white
08.05.2024,АНДАТ,УТРО,АТЗ - 376 (К309МТ124) ,ТЮХТЕРЕК,281.0,237.2,Загружен,2,WPGUID29D240510154228SH3654,,white
08.05.2024,КУВАЙ,УТРО,АТЗ - 90153 (К030ВМ14) ,КУВАЙ,4691.0,3945.1,Загружен,2,WPGUID38D240508154556SH644,,white
08.05.2024,ГОРЕВАЯ,ВЕЧЕР,АТЗ - АТЗ № 90173 (У092ТВ38) ,ГОРЕВАЯ,750.0,627.8,Загружен,2,WPGUID18D240510082311SH175,,white
08.05.2024,ПАНИМБА,УТРО,АТЗ - 90067 (К086ХР70) ,ПАНИМБА,2229.0,1879.0,Загружен,2,WPGUID1D240508183254SH521,,white
08.05.2024,БЕССОНОВСКИЙ,УТРО,АТЗ - 80028,БЕССОНОВСКИЙ,2642.0,2211.4,Загружен,2,WPGUID46D240508192355SH285,,white
08.05.2024,ТЮРЕПИНО,УТРО,АТЗ - 22135 (H351PH124) ,ТЮРЕПИНО,1806.0,1524.3,Загружен,2,WPGUID10D240509145427SH488,,white
08.05.2024,ТЮРЕПИНО,ВЕЧЕР,АТЗ - 22135 (H351PH124) ,ТЮРЕПИНО,1148.0,968.9,Загружен,2,WPGUID10D240509145742SH489,,white
08.05.2024,ПАНИМБА,ВЕЧЕР,АТЗ - 90067 (К086ХР70) ,ПАНИМБА,1662.0,1401.1,Загружен,2,WPGUID1D240508205222SH522,,white
08.05.2024,МАГЫЗЫ,УТРО,АТЗ - 90260 (C445KP124) ,УСТЬ-ВЕСЕЛЫЙ ,1689.0,1425.5,Загружен,2,WPGUID26D240509094622SH1188,,white
08.05.2024,ГОРЕВАЯ,УТРО,АТЗ - АТЗ № 90173 (У092ТВ38) ,ГОРЕВАЯ,512.0,428.5,Загружен,2,WPGUID18D240510082157SH174,,white
08.05.2024,ПОЛУДЕНОВКА ,УТРО,АТЗ - 90207 (Н675ВА138) ,ПОЛУДЕНОВКА ,3585.0,3015.0,Загружен,2,WPGUID33D240509095433SH634,,white
08.05.2024,МАГЫЗЫ,УТРО,АТЗ - 748 (M148РP124) ,МАГЫЗЫ,4020.0,3392.9,Загружен,2,WPGUID26D240509082739SH1185,,white
08.05.2024,АНДАТ,УТРО,АТЗ - 365,БИЗА,791.0,671.6,Загружен,2,WPGUID29D240510154005SH3651,,white
08.05.2024,АНДАТ,УТРО,АТЗ - 365,АНДАТ,1478.0,1254.8,Загружен,2,WPGUID29D240510153742SH3649,,white
08.05.2024,МАГЫЗЫ,УТРО,АТЗ - 748 (M148РP124) ,МАГЫЗЫ,1499.0,1257.7,Загружен,2,WPGUID26D240509083538SH1186,,white
08.05.2024,НАДЕЖДА,УТРО,АТЗ - 170,ИШИМБА,1778.0,1497.1,Загружен,2,WPGUID15D240509093552SH654,,white
08.05.2024,КУВАЙ,ВЕЧЕР,АТЗ - 90153 (К030ВМ14) ,КУВАЙ,2989.0,2516.7,Загружен,2,WPGUID38D240508212612SH645,,white
08.05.2024,НАДЕЖДА,ВЕЧЕР,АТЗ - 170,ИШИМБА,548.0,461.4,Загружен,2,WPGUID15D240509093739SH655,,white
08.05.2024,АНДАТ,УТРО,АТЗ - 376 (К309МТ124) ,ТЮХТЕРЕК,1314.0,1109.0,Загружен,2,WPGUID29D240510154423SH3655,,white
08.05.2024,МАГЫЗЫ,УТРО,АТЗ - 90260 (C445KP124) ,УСТЬ-ВЕСЕЛЫЙ ,1906.0,1608.7,Загружен,2,WPGUID26D240509093331SH1187,,white
08.05.2024,ПОЛУДЕНОВКА ,ВЕЧЕР,АТЗ - 90207 (Н675ВА138) ,ПОЛУДЕНОВКА ,3601.0,3028.4,Загружен,2,WPGUID33D240509100320SH635,,white
08.05.2024,КАРАГАН,ВЕЧЕР,АТЗ - 90069 (Т137ТТ70) ,КАРАГАН,2322.0,1955.1,Загружен,2,WPGUID36D240509071357SH694,,white
08.05.2024,ИЛЬИНСКИЙ СЕВЕРО-ЕНИСЕЙСКИЙ,УТРО,АТЗ - 90085 (C003РУ55) ,ИЛЬИНСКИЙ СЕВЕРО-ЕНИСЕЙСКИЙ,2530.0,2140.4,Загружен,2,WPGUID2D240509085149SH172,,white
08.05.2024,СИСИМ-ДРАЖНЫЙ,УТРО,АТЗ - 90261 (Р594РТ124) ,СИСИМ-ДРАЖНЫЙ,4096.0,3473.4,Загружен,2,WPGUID41D240509090738SH661,,white
08.05.2024,ИЛЬИНСКИЙ СЕВЕРО-ЕНИСЕЙСКИЙ,УТРО,АТЗ - 90085 (C003РУ55) ,ИЛЬИНСКИЙ СЕВЕРО-ЕНИСЕЙСКИЙ,2340.0,1979.6,Загружен,2,WPGUID2D240509084554SH171,,white
08.05.2024,СИСИМ-ДРАЖНЫЙ,ВЕЧЕР,АТЗ - 90261 (Р594РТ124) ,СИСИМ-ДРАЖНЫЙ,2900.0,2447.6,Загружен,2,WPGUID41D240509091615SH662,,white
08.05.2024,АНДАТ,УТРО,АТЗ - 365,АНДАТ,1472.0,1246.8,Загружен,2,WPGUID29D240510153414SH3648,,white
08.05.2024,ПРАВАЯ БЕЗЫМЯНКА - Б. МУРОЖНАЯ ,ВЕЧЕР,АТЗ - 1229 (Т643УХ124) ,ПРАВАЯ БЕЗЫМЯНКА - Б. МУРОЖНАЯ ,1116.0,943.0,Загружен,2,WPGUID7D240509084410SH507,,white
08.05.2024,КАРАГАН,УТРО,АТЗ - 90069 (Т137ТТ70) ,КАРАГАН,3044.0,2563.0,Загружен,2,WPGUID36D240509070749SH693,,white
08.05.2024,НАДЕЖДА,УТРО,АТЗ - 170,НАДЕЖДА,1247.0,1050.0,Загружен,2,WPGUID15D240509093010SH652,,white
08.05.2024,АНДАТ,УТРО,АТЗ - 376 (К309МТ124) ,ПИХТАЧИ,428.0,361.2,Загружен,2,WPGUID29D240510155014SH3659,,white
08.05.2024,ИЛЬИНСКИЙ-ПЕТРОПАВЛОВСКИЙ,УТРО,АТЗ - 1297 (794) ,ИЛЬИНСКИЙ-ПЕТРОПАВЛОВСКИЙ,1444.0,1217.3,Загружен,2,WPGUID16D240509081104SH142,,white
08.05.2024,АНДАТ,УТРО,АТЗ - 376 (К309МТ124) ,ПИХТАЧИ,1727.0,1457.6,Загружен,2,WPGUID29D240510154848SH3658,,white
08.05.2024,ИЛЬИНСКИЙ-ПЕТРОПАВЛОВСКИЙ,ВЕЧЕР,АТЗ - 1297 (794) ,ИЛЬИНСКИЙ-ПЕТРОПАВЛОВСКИЙ,2228.0,1878.2,Загружен,2,WPGUID16D240509081709SH143,,white
08.05.2024,АНДАТ,УТРО,АТЗ - 376 (К309МТ124) ,ТЮХТЕРЕК,907.0,769.1,Загружен,2,WPGUID29D240510154059SH3652,,white
08.05.2024,АНДАТ,УТРО,АТЗ - 376 (К309МТ124) ,ТЮХТЕРЕК,519.0,440.1,Загружен,2,WPGUID29D240510154151SH3653,,white
08.05.2024,ВЕРХНЯЯ ШУМИХА,УТРО,АТЗ - АТЗ № 480 (H366PH124) ,ВЕРХНЯЯ ШУМИХА,1624.0,1380.4,Загружен,2,WPGUID20D240508140630SH583,,white
08.05.2024,ЛЕОНТЬЕВСКИЙ     ,ВЕЧЕР,АТЗ - 90020 (А302УА38) ,ЛЕОНТЬЕВСКИЙ     ,1682.0,1404.5,Загружен,2,WPGUID34D240509061316SH661,,white
08.05.2024,ВЕРХНЯЯ ШУМИХА,ВЕЧЕР,АТЗ - АТЗ № 480 (H366PH124) ,ВЕРХНЯЯ ШУМИХА,1771.0,1493.0,Загружен,2,WPGUID20D240509070649SH584,,white
08.05.2024,ТУКША,УТРО,АТЗ - 624 (Х784РУ24) ,ТУКША,1245.0,1014.7,Загружен,2,WPGUID43D240509081503SH388,,white
08.05.2024,АНДАТ,УТРО,АТЗ - 376 (К309МТ124) ,ПИХТАЧИ,877.0,743.7,Загружен,2,WPGUID29D240510154607SH3656,,white
08.05.2024,АНДАТ,УТРО,АТЗ - 376 (К309МТ124) ,ПИХТАЧИ,1623.0,1376.3,Загружен,2,WPGUID29D240510154714SH3657,,white
08.05.2024,ЛЕОНТЬЕВСКИЙ     ,УТРО,АТЗ - 90020 (А302УА38) ,ЛЕОНТЬЕВСКИЙ     ,616.0,514.4,Загружен,2,WPGUID34D240509061030SH660,,white
08.05.2024,ТУКША,ВЕЧЕР,АТЗ - 624 (Х784РУ24) ,ТУКША,423.0,344.7,Загружен,2,WPGUID43D240509081608SH389,,white
08.05.2024,ПРАВАЯ БЕЗЫМЯНКА - Б. МУРОЖНАЯ ,УТРО,АТЗ - 1229 (Т643УХ124) ,ПРАВАЯ БЕЗЫМЯНКА - Б. МУРОЖНАЯ ,1079.0,911.8,Загружен,2,WPGUID7D240509084117SH506,,white
08.05.2024,НАДЕЖДА,ВЕЧЕР,АТЗ - 170,НАДЕЖДА,815.0,686.2,Загружен,2,WPGUID15D240509093231SH653,,white
07.05.2024,КУВАЙ,УТРО,АТЗ - 90153 (К030ВМ14) ,КУВАЙ,4411.0,3709.7,Загружен,2,WPGUID38D240508151250SH642,,white
